时间	转发数	评论数	点赞数	微博内容	字数	转发	转发内容	
01-15	8	20	41	这个印象 查看图片	0	是	官宣！2018年广东省十大天气气候事件出炉啦！经过专家评审，公众票选，十大天气气候事件终于和大家见面了！快看看你选的有没有上榜吧~一、 全民齐心抗击“风王”山竹（不用多说，感谢每一位广东人）二、 最暖冬至日（梅州大埔29.8℃，全省平均气温21.2℃，有气象记录以来冬至当日全省最高平均气温，冬至夏至傻傻分不清楚）三、 “跨年”寒潮（我相信你一定穿上了秋裤）四、 高考首遇台风停课不停考（心疼考生一秒钟）五、 “18•8”特大暴雨刷新我国大陆单站24小时实测降水记录（刷新了广东省24小时降雨量极值，也创下中国大陆24小时实测降雨量极值，服气！）六、 5月7日强降水致多地旱涝急转宣告我省入汛（较常年偏晚了31天，缓解了多地的干旱）七、 佛山成功发布国内首个龙卷预警（这是气象事业发展的重要一步，点赞！）八、 台风“贝碧嘉”流连粤西引发暴雨山洪（第16号台风“贝碧嘉”路径“曲折多变”，近海回旋超过2圈；持续长达8天，远超南海台风生命史，茂名信宜多个乡镇出现了历史极值的强降水，并引发了山洪、泥石流、滑坡等地质灾害！）九、 “史上最冻”广马（有没有当天参加了的小伙伴，请举手发表体验感言）十、 历史上最火辣的五月（每年的5月都热，但是今年尤其火辣，5月全省平均气温27.6℃，为历史最高值！）2019年的天气有会如何呢？掐指一算，高温、暴雨、台风估计是跑不掉
01-15	1	26	19	#雨雾天气安全出行# 目前全市能见度较低，普遍在1-5公里左右，受到降雨影响，路面湿滑，出行请务必注意安全，驾车的小伙伴请减速慢行，注意行车安全，听从交警蜀黍的指挥哦@深圳交警 	169	否	
01-15	8	131	54	早晨全市大部都下起了淅淅沥沥的小雨，好像回到了春风三月受降雨影响，湿度一直居高不下，全市普遍被轻雾笼罩着气温普遍在17-18℃。预计今天白天，依然以阴天为主，伴有小雨，能见度较差。小伙伴出行记得注意安全，带好小伞，抓紧身边的人 	258	否	
01-15	12	68	64	也可以是秋雨，因为我们还没入冬	0	是	这是春雨吗？@深圳天气 深圳 · 梅林关口 
01-15	1	42	33	雨天路滑，能见度低，路上已经堵成一片，大家还是要注意安全出行呀 	62	否	
01-15	1	7	14	【深圳市低能见度提示】受雨雾天气影响，我市能见度稍低，大部分地区在1-3公里，请注意交通安全并减少户外活动。深圳市气象台2019年01月15日08时20分发布网页链接 	161	否	
01-15	8	117	41	【上班天气】预计早晨6-9时，全市阴天，有轻雾和零星小雨；气温17-18℃；相对湿度80%-100%；东到东南风2-3级；全市能见度普遍在2-6公里之间。受轻雾和小雨影响，能见度较低，注意交通安全。 深圳市气象台2019年01月15日05时45分发布。网页链接 	235	否	
01-15	5	24	32	【今日天气】我市阴天，有轻雾和零星小雨；气温17-21℃；偏东风2-3级；相对湿度70%-90% 深圳市气象台2019年01月15日05时33分发布。网页链接 	140	否	
01-14	29	19	73	发布了头条文章：《深圳市统一政务服务APP“i深圳”正式上线》  深圳市统一政务服务APP“i深圳”正式上线 	79	否	
01-14	3	40	45	全市能见度较差，大部地区都在2-6公里之间，注意交通行驶安全。 	59	否	
01-14	2	9	13	【下班天气】能见度较差：预计17-20时，全市多云间阴天，局部有零星小雨；气温18-21℃；相对湿度70%-95%；风力微弱；部分地区有轻雾或轻微灰霾，能见度普遍较差，在2-8公里，雨雾天气，请注意交通行驶安全；大气扩散条件差，有呼吸系统疾病等患者做好防御 深圳市气象台2019年01网页链接 	275	否	
01-14	8	31	24	【深圳市天气提示】16日天气显著转凉：15日阴天，有轻雾和零星小雨，雨时能见度低，气温17-21℃；16-17日受冷空气影响，阴天有小雨，气温下降，最低气温12℃左右，沿海和高地阵风6-7级；18-20日间中有小雨，气温回升；21日转多云可见阳光。请注意低能见度对海陆交通的影响，气网页链接 	274	否	
01-14	9	187	102	明天开始，新一股冷空气来深，终于等到风来了，能见度即将好转，同时后天，秋裤走起。 	86	否	
01-14	0	75	49	从气温（qunzhong）上看（baoliao），此地已暴露阳光。 	63	否	
01-14	2	53	45	还未呢，我脸黑，可能比较反光	0	是	光落在你脸上~彦祖@深圳天气 ，你那边感受到阳光了吗 
01-14	0	23	20	云量多，早上气温缓慢上升，不过如无意外，中午前后全市大部分地区还是可以短暂时间见到阳光，除一除这雾气，能见度也可以缓慢回升。 	124	否	
01-14	9	111	51	早晨全市有轻雾，能见度较差，相对湿度高，有点春天已来到的味道。 	74	否	
01-14	4	27	33	早晨大部分地区有轻雾，能见度普遍在3-10公里，西部的部分地区在3公里以下，请注意行车安全。 	87	否	
01-14	5	6	31	【上班天气】预计早晨6-9时，全市多云间阴天；气温17-19℃；相对湿度75%-95%；风力微弱；能见度普遍在3-10公里，部分地区能见度较低，请注意交通安全。 深圳市气象台2019年01月14日05时57分发布。网页链接 	200	否	
01-14	8	10	18	【今日天气】我市阴天到多云，局部有零星小雨，早晚能见度较低；气温17-21℃；偏东风2级；相对湿度70%-90% 深圳市气象台2019年01月14日05时51分发布。网页链接 	158	否	
01-14	10	84	64	今年1月13日腊八节，也是深圳平均入冬的日期，然而就近期的气温来看，深圳今年入冬恐怕又要延迟了。预计下一股冷空气将在16-17日抵达，虽然这股冷空气的实力不及去年12月底的那股寒潮，最低气温在12℃左右，但这股冷空气带来的大风终于可以缓解一下阴霾的天空啦。  	255	否	
01-13	5	43	47	冷空气太弱→弱北风→出现霾；暖湿气流太弱→弱东风到东南风→出现雾。要打破这种僵局，只有等16-17日冷空气影响，沿海和高地阵风6-7级才行。	0	是	今天西部十面霾伏@深圳天气 深圳·宝安西湾红树林湿地公园 
01-13	1	26	40	看过今天的云图，就说一句：出来混迟早要还的	0	是	后宫佳丽三千，阳光就独宠你一人儿~哦！不对！还有潮汕和阳江~呈现三足鼎立 
01-13	10	33	29	【深圳未来一周天气】下周中期天气显著转凉：周一周二多云间阴天，可见阳光，早晚有零星小雨，部分时间能见度较差；周三周四受冷空气影响，阴天有小雨，气温下降，最低气温11-12℃，天气阴凉，沿海和高地阵风6-7级；周五到周日间中有小雨，气温回升。请注意低能见度对海陆交通网页链接 	274	否	
01-13	0	5	6	【下班天气】预计17-20时，能见度较差，全市多云间阴天；气温18-20℃；相对湿度75%-95%；风力微弱；能见度较差在2-8公里，出行注意交通安全。 深圳市气象台2019年01月13日16时32分发布。网页链接 	191	否	
01-13	2	56	45	有种要拨开层层迷雾的感觉~真相何时会出现？真相只有一个：深圳下午短暂会见阳光 	85	否	
01-13	9	98	93	今天不建议晒被子，即使到了午后太阳不大，但偶尔会出来，而且大雾黄色预警已经取消，能见度会转好，所以中午适宜出门溜达溜达，就不要在家晒被子啦！过完腊八就是年，今天适宜出门办年货 	196	否	
01-13	2	9	18	【深圳市取消分区大雾预警】能见度将逐渐好转，深圳市气象台于2019年01月13日11时30分在盐田区，大鹏新区和东部海区取消大雾黄色预警。网页链接 	144	否	
01-13	3	120	56	今天早晨最低能见度大部分地区都低于2公里，但是到了白天能见度在逐渐转好啦！最近两天都是这样的情况呢一大早出门的人儿要注意交通安全~猜猜今天有多热？！ 	152	否	
01-13	0	51	51	今天腊八，吃点啥？ 	18	否	
01-13	5	29	29	【上班天气】能见度较差：预计早晨6-9时，全市多云间阴天，局部有零星小雨；气温17-19℃；相对湿度75%-95%；风力微弱；能见度较差在1-5公里，注意交通安全。 深圳市气象台2019年01月13日05时19分发布。网页链接 	205	否	
01-13	5	12	22	【今日天气】我市多云，有轻雾或霾；气温17-24℃；东北风2级；相对湿度60%-90% 深圳市气象台2019年01月13日05时09分发布。网页链接 	132	否	
01-12	5	30	22	【深圳市分区大雾黄色预警】深圳市气象台于2019年01月12日23时20分在盐田区，大鹏新区和东部海区发布大雾黄色预警，预计能见度将降至500米以下，机场、高速公路、港口、码头等单位采取必要措施保证交通安全。网页链接 	211	否	
01-12	2	36	20	【深圳市取消分区灰霾预警】湿度上升灰霾逐渐转为轻雾，深圳市气象台于2019年01月12日20时00分在宝安区，福田区，罗湖区，南山区，光明区，龙华区和龙岗区（南湾、坂田、平湖、宝龙、龙岗、龙城、园山、横岗、布吉、吉华街道）取消灰霾预警。网页链接 	242	否	
01-12	17	50	64	另外，傍晚依旧有霾，灰霾黄色预警仍在生效中，尽量别长时间户外活动哦	0	是	洪湖公园落羽杉红了#小米MIX3# @小米手机 哥有一点点想肥家了@深圳天气 @深圳身边事@雷军 @潘九堂 #歌手# @深圳身边那些事 深圳·洪湖公园 
01-12	1	12	15	【下班天气】预计17-20时，全市多云间阴天，有轻度到中度灰霾；气温21-23℃；相对湿度65%-80%；风力微弱；中西部地区能见度1-3公里，东部地区5-10公里。能见度较差，请注意交通安全。 深圳市气象台2019年01月12日16时46分发布。网页链接 	229	否	
01-12	43	67	148	一个身体，两个季节温馨提示下哦，多注意体感气温变化，及时加、褪衣物，不要感冒哦	0	是	深圳人对冬天的尊重是你想象不到的@深圳天气  
01-12	7	17	26	【深圳市天气提示】13-15日天气温暖，部分时间能见度低：13-15日多云，可见阳光，有轻雾或霾，气温小幅度波动，13日气温20-24℃；16-17日受冷空气影响，阴天有分散小雨，沿海和高地阵风6-7级，气温下降，能见度逐渐好转。18-19日多云到阴天，气温回升。请注意防范低能见度对海网页链接 	274	否	
01-12	62	297	253	感觉今年要入冬失败… 	26	否	
01-12	18	66	31	弱北风影响下，不利于污染物扩散，我市中西部地区下午会持续十面“霾”伏，灰霾黄色预警信号生效中，各位尽量不要长时间户外活动。 	128	否	
01-12	17	90	108	不少人都说热，真的很热吗？才穿短袖而已 	44	否	
01-12	1	39	25	中西部的童鞋，小编好像都看不清你们举起的双手了周末出门玩耍，对灰霾敏感人儿的需要提高注意哦！ 	104	否	
01-12	4	41	19	无它，只有等风来	0	是	【深圳市分区灰霾黄色预警】深圳市气象台于2019年01月12日10时10分在宝安区，福田区，罗湖区，南山区，光明区，龙华区和龙岗区（南湾、坂田、平湖、宝龙、龙岗、龙城、园山、横岗、布吉、吉华街道）发布灰霾预警，预计上述区域能见度将降至3公里以下。网页链接 
01-12	11	25	16	【深圳市分区灰霾黄色预警】深圳市气象台于2019年01月12日10时10分在宝安区，福田区，罗湖区，南山区，光明区，龙华区和龙岗区（南湾、坂田、平湖、宝龙、龙岗、龙城、园山、横岗、布吉、吉华街道）发布灰霾预警，预计上述区域能见度将降至3公里以下。网页链接 	251	否	
01-12	3	44	27	【深圳市大雾提示】我市陆地及沿海地区受轻雾影响，能见度在1-3公里之间，请注意低能见度对行车安全等的影响。预计白天随着温度升高，湿度下降，轻雾逐渐消散。深圳市气象台2019年01月12日07时45分发布网页链接 	205	否	
01-12	5	24	28	【上班天气】早晨能见度低：预计早晨6-9时，全市多云间阴天；气温18-20℃；相对湿度85%-100%；风力微弱；能见度1-5公里，驾车注意减速慢行。 深圳市气象台2019年01月12日05时28分发布。网页链接 	190	否	
01-12	10	17	31	【今日天气】我市多云，早晚能见度低；气温19-27℃；东北风2级；相对湿度65%-95% 深圳市气象台2019年01月12日05时17分发布。网页链接 	134	否	
01-11	5	48	71	老同学都发誓了，深圳的太阳☀ 给点你们吧。	0	是	【双休不出太阳，直播砸招牌！】气象“专家”又来发誓了！是见证实力的时刻还是啪啪打脸，就看这个周末了！@TFBOYS-易烊千玺 @TFBOYS组合  浙江天气的微博视频 
01-11	4	15	52	@浙江天气 用深圳阳光给你们打打气，明天有太阳☀ 。	0	是	早成者未必有成，晚达者未必不达。我们的秋天与众不同。@深圳天气 
01-11	4	73	49	春运即将开始，先为大家送上春运天气吧，各位都买到票了没 	60	否	
01-11	1	10	15	【深圳市取消分区灰霾预警】湿度上升灰霾逐渐转为轻雾，深圳市气象台于2019年01月11日20时35分在宝安区，南山区和光明区取消灰霾预警。网页链接 	144	否	
